Journal,Volume,Year,Issue,Title,Authors,FileName,URL,DOI,IllegalTitleChars,IllegalAuthorsChars,DownloadFlag
J of Cognitive Neuroscience,1,1989,2,Regulation of Synaptic Molecular Architecture in a Rat Sympathetic Ganglion and Hippocampus,K. Wu and I.B. Black,Wu & Black_Regulation of Synaptic Molecular Architecture in a Rat Sympathetic Ganglion and Hippocampus_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.2.194,https://doi.org/10.1162/jocn.1989.1.2.194,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,3,Dream Bizarreness as the Cognitive Correlate of Altered Neuronal Behavior in REM Sleep,Adam N. Mamelak and J. Allan Hobson,Mamelak & Hobson_Dream Bizarreness as the Cognitive Correlate of Altered Neuronal Behavior in REM Sleep_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.3.201,https://doi.org/10.1162/jocn.1989.1.3.201,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,3,Neural Processes Involved in Directing Attention,"M. Russell Harter, Steven L. Miller, Natalie J. Price, Margaret E. LaLonde, and Alvin L. Keyes",Harter et al_Neural Processes Involved in Directing Attention_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.3.223,https://doi.org/10.1162/jocn.1989.1.3.223,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,3,Indelibility of Subcortical Emotional Memories,"Joseph E. LeDoux, Lizabeth Romanski, and Andrew Xagoraris",LeDoux et al_Indelibility of Subcortical Emotional Memories_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.3.238,https://doi.org/10.1162/jocn.1989.1.3.238,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,3,A Simple Model of Prefrontal Cortex Function in Delayed-Response Tasks,Stanislas Dehaene and Jean-Pierre Changeux,Dehaene & Changeux_A Simple Model of Prefrontal Cortex Function in Delayed-Response Tasks_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.3.244,https://doi.org/10.1162/jocn.1989.1.3.244,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,3,Temporal Constraints on Language Processing: Syntactic Priming in Broca's Aphasia,Angela D. Friederici and Kerry Kilborn,Friederici & Kilborn_Temporal Constraints on Language Processing Syntactic Priming in Broca's Aphasia_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.3.262,https://doi.org/10.1162/jocn.1989.1.3.262,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,3,Comparisons between Active Properties of Distal Dendritic Branches and Spines: Implications for Neuronal Computations,"Gordon M. Shepherd, Thomas B. Woolf, and Nicholas T. Carnevale",Shepherd et al_Comparisons between Active Properties of Distal Dendritic Branches and Spines Implications for Neuronal Computations_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.3.273,https://doi.org/10.1162/jocn.1989.1.3.273,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,3,Book Reviews,David V. Reynolds Ph.D.,Reynolds_Book Reviews_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.3.287,https://doi.org/10.1162/jocn.1989.1.3.287,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,4,The Origins of Neocortex: Connections and Lamination as Distinct Events in Evolution,Harvey J. Karten and Toru Shimizu,Karten & Shimizu_The Origins of Neocortex Connections and Lamination as Distinct Events in Evolution_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.4.291,https://doi.org/10.1162/jocn.1989.1.4.291,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,4,Brain Activity Underlying Mental Imagery: Event-related Potentials During Mental Image Generation,"Martha J. Farah, Lauren L. Weisberg, Mark Monheit, and Franck Peronnet",Farah et al_Brain Activity Underlying Mental Imagery Event-related Potentials During Mental Image Generation_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.4.302,https://doi.org/10.1162/jocn.1989.1.4.302,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,4,Microstimulation of a Neural-Network Model for Visually Guided Saccades,Sabrina J. Goodman and Richard A. Andersen,Goodman & Andersen_Microstimulation of a Neural-Network Model for Visually Guided Saccades_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.4.317,https://doi.org/10.1162/jocn.1989.1.4.317,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,4,Does Scopolamine Directly Impair Memory?,"Ellen Grober, Rosanne M. Leipzig, Richard B. Lipton, Wendy Wisniewski, Mary Schroeder, Peter Davies, Walter Ritter, and Herman Buschke",Grober et al_Does Scopolamine Directly Impair Memory_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.4.327,https://doi.org/10.1162/jocn.1989.1.4.327,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,4,A Source Analysis of the Late Human Auditory Evoked Potentials,"Michael Scherg, Jiri Vajsar, and Terence W. Picton",Scherg et al_A Source Analysis of the Late Human Auditory Evoked Potentials_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.4.336,https://doi.org/10.1162/jocn.1989.1.4.336,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,4,The Temporal Dynamics of Event Memory: A Stage Analysis of Mnemonic Processing by Man and Macaque,Jeffrey David Lawine,Lawine_The Temporal Dynamics of Event Memory A Stage Analysis of Mnemonic Processing by Man and Macaque_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.4.356,https://doi.org/10.1162/jocn.1989.1.4.356,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,1,1989,4,Visual Search Performance in the Neglect Syndrome,"Mirjam Eglin, Lynn C. Robertson, and Robert T. Knight",Eglin et al_Visual Search Performance in the Neglect Syndrome_1989.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1989.1.4.372,https://doi.org/10.1162/jocn.1989.1.4.372,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,1,Neocortical Expansion: An Attempt toward Relating Phylogeny and Ontogeny,Herbert P. Killackey,Killackey_Neocortical Expansion An Attempt toward Relating Phylogeny and Ontogeny_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.1.1,https://doi.org/10.1162/jocn.1990.2.1.1,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,1,Enhancement of Metabolic Activity in the Diencephalon of Monkeys Performing Working Memory Task: A 2-Deoxyglucose Study in Behaving Rhesus Monkeys,"Harriet R. Friedman, Janice D. Janas, and Patricia S. Goldman-Rakic",Friedman et al_Enhancement of Metabolic Activity in the Diencephalon of Monkeys Performing Working Memory Task A 2-Deoxyglucose Study in Behaving Rhesus Monkeys_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.1.18,https://doi.org/10.1162/jocn.1990.2.1.18,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,1,Transformation from Head- to Shoulder-Centered Representation of Target Direction in Arm Movements,"J. F. Soechting, S. I. H. Tillery, and M. Flanders",Soechting et al_Transformation from Head- to Shoulder-Centered Representation of Target Direction in Arm Movements_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.1.32,https://doi.org/10.1162/jocn.1990.2.1.32,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,1,Spatially Distributed Cortical Excitation Patterns of Auditory Processing during Contralateral and Ipsilateral Stimulation,"Robert L. Rogers, Andrew C. Papanicolaou, Stephen B. Baumann, Howard M. Eisenberg, and Christy Saydjari",Rogers et al_Spatially Distributed Cortical Excitation Patterns of Auditory Processing during Contralateral and Ipsilateral Stimulation_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.1.44,https://doi.org/10.1162/jocn.1990.2.1.44,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,1,Genetics and Epigenetics of Neural Function: A Model,Michel Kerszberg,Kerszberg_Genetics and Epigenetics of Neural Function A Model_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.1.51,https://doi.org/10.1162/jocn.1990.2.1.51,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,1,The Bounded Brain: Toward Quantitative Neuroanatomy,Christopher Cherniak,Cherniak_The Bounded Brain Toward Quantitative Neuroanatomy_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.1.58,https://doi.org/10.1162/jocn.1990.2.1.58,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,2,The Cerebellum and Motor Learning,Mitchell Glickstein and Christopher Yeo,Glickstein & Yeo_The Cerebellum and Motor Learning_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.2.69,https://doi.org/10.1162/jocn.1990.2.2.69,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,2,Cortical Maturation and the Development of Visual Attention in Early Infancy,Mark H. Johnson,Johnson_Cortical Maturation and the Development of Visual Attention in Early Infancy_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.2.81,https://doi.org/10.1162/jocn.1990.2.2.81,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,2,On the Interaction of Selective Attention and Lexical Knowledge: A Connectionist Account of Neglect Dyslexia,Michael C. Mozer and Marlene Behrmann,Mozer & Behrmann_On the Interaction of Selective Attention and Lexical Knowledge A Connectionist Account of Neglect Dyslexia_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.2.96,https://doi.org/10.1162/jocn.1990.2.2.96,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,2,Modulation of Spontaneous Brain Activity during Mental Imagery,"L. Kaufman, B. Schwartz, C. Salustri, and S. J. Williamson",Kaufman et al_Modulation of Spontaneous Brain Activity during Mental Imagery_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.2.124,https://doi.org/10.1162/jocn.1990.2.2.124,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,2,Effects of Ibotenic Lesions of Mammillary Bodies on Spontaneous and Rewarded Spatial Alternation in Mice,Daniel J. Beracochea and Robert Jaffard,Beracochea & Jaffard_Effects of Ibotenic Lesions of Mammillary Bodies on Spontaneous and Rewarded Spatial Alternation in Mice_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.2.133,https://doi.org/10.1162/jocn.1990.2.2.133,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,2,Receptive Field Characteristics That Allow Parietal Lobe Neurons to Encode Spatial Properties of Visual Input: A Computational Analysis,"Randall C. O'Reilly, Stephen M. Kosslyn, Chad J. Marsolek, and Christopher F. Chabris",O'Reilly et al_Receptive Field Characteristics That Allow Parietal Lobe Neurons to Encode Spatial Properties of Visual Input A Computational Analysis_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.2.141,https://doi.org/10.1162/jocn.1990.2.2.141,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,2,Lesion Analysis in Neuropsychology,Mark Jude Tramo,Tramo_Lesion Analysis in Neuropsychology_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.2.156,https://doi.org/10.1162/jocn.1990.2.2.156,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,Language and Reading in the Right Hemisphere: Highways or Byways of the Brain?,Kathleen Baynes,Baynes_Language and Reading in the Right Hemisphere Highways or Byways of the Brain_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.159,https://doi.org/10.1162/jocn.1990.2.3.159,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,The Pyramidal Cell and its Local-Circuit Interneurons: A Hypothetical Unit of the Mammalian Cerebral Cortex,Miguel Marin-Padilla,Marin-Padilla_The Pyramidal Cell and its Local-Circuit Interneurons A Hypothetical Unit of the Mammalian Cerebral Cortex_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.180,https://doi.org/10.1162/jocn.1990.2.3.180,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,Music Perception and Cognition Following Bilateral Lesions of Auditory Cortex,"Mark Jude Tramo, Jamshed J. Bharucha, and Frank E. Musiek",Tramo et al_Music Perception and Cognition Following Bilateral Lesions of Auditory Cortex_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.195,https://doi.org/10.1162/jocn.1990.2.3.195,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,Simulating Visual Attention,Peter A. Sandon,Sandon_Simulating Visual Attention_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.213,https://doi.org/10.1162/jocn.1990.2.3.213,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,Orienting Attention across the Vertical Meridian: Evidence from Callosotomy Patients,P. A. Reuter-Lorenz and R. Fendrich,Reuter-Lorenz & Fendrich_Orienting Attention across the Vertical Meridian Evidence from Callosotomy Patients_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.232,https://doi.org/10.1162/jocn.1990.2.3.232,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,Hemispheric Mechanisms Controlling Voluntary and Spontaneous Facial Expressions,Michael S. Gazzaniga and Charlotte S. Smylie,Gazzaniga & Smylie_Hemispheric Mechanisms Controlling Voluntary and Spontaneous Facial Expressions_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.239,https://doi.org/10.1162/jocn.1990.2.3.239,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,Amnesia due to Lesions Confined to the Hippocampus: A Clinical-Pathologic Study,Maurice Victor and Dimitri Agamanolis,Victor & Agamanolis_Amnesia due to Lesions Confined to the Hippocampus A Clinical-Pathologic Study_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.246,https://doi.org/10.1162/jocn.1990.2.3.246,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,Late Positive Event-Related Potentials after Commissural Section in Humans,"Marta Kutas, Steven A. Hillyard, Bruce T. Volpe, and Michael S. Gazzaniga",Kutas et al_Late Positive Event-Related Potentials after Commissural Section in Humans_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.258,https://doi.org/10.1162/jocn.1990.2.3.258,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,Global Versus Local Processing in the Absence of Low Spatial Frequencies,"H. C. Hughes, R. Fendrich, and P. A. Reuter-Lorenz",Hughes et al_Global Versus Local Processing in the Absence of Low Spatial Frequencies_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.272,https://doi.org/10.1162/jocn.1990.2.3.272,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,3,From Reading to Neurons,David W. Roberts,Roberts_From Reading to Neurons_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.3.283,https://doi.org/10.1162/jocn.1990.2.3.283,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,Learning without Memory,John Garcia,Garcia_Learning without Memory_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.287,https://doi.org/10.1162/jocn.1990.2.4.287,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,The Perception of Structure from Visual Motion in Monkey and Man,R. M. Siegel and R. A. Andersen,Siegel & Andersen_The Perception of Structure from Visual Motion in Monkey and Man_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.306,https://doi.org/10.1162/jocn.1990.2.4.306,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,Visual Object Representation: Interpreting Neurophysiological Data within a Computational Framework,David C. Plaut and Martha J. Farah,Plaut & Farah_Visual Object Representation Interpreting Neurophysiological Data within a Computational Framework_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.320,https://doi.org/10.1162/jocn.1990.2.4.320,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,Event-Related Potentials to Infrequent Changes in Synthesized Phonetic Stimuli,"Mikko Sams, Reijo Aulanko, Olli Aaltonen, and Risto Naatanen",Sams et al_Event-Related Potentials to Infrequent Changes in Synthesized Phonetic Stimuli_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.344,https://doi.org/10.1162/jocn.1990.2.4.344,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,Thalamic and Cortical Mechanisms of Attention Suggested by Recent Positron Emission Tomographic Experiments,David LaBerge,LaBerge_Thalamic and Cortical Mechanisms of Attention Suggested by Recent Positron Emission Tomographic Experiments_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.358,https://doi.org/10.1162/jocn.1990.2.4.358,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,Anterior Frontal Cortex and the Effect of Proactive Interference in Paired Associate Learning: A DC Potential Study,"F. Uhl, P. Franzen, W. Serles, W. Lang, G. Lindinger, and L. Deecke",Uhl et al_Anterior Frontal Cortex and the Effect of Proactive Interference in Paired Associate Learning A DC Potential Study_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.373,https://doi.org/10.1162/jocn.1990.2.4.373,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,Seeing Contour and Colour,David G. Stork,Stork_Seeing Contour and Colour_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.383,https://doi.org/10.1162/jocn.1990.2.4.383,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,The Remembered Present: A Biological Theory of Consciousness,John T. Bruer,Bruer_The Remembered Present A Biological Theory of Consciousness_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.385,https://doi.org/10.1162/jocn.1990.2.4.385,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,Foundations of Cognitive Science,Susan F. Chipman,Chipman_Foundations of Cognitive Science_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.387,https://doi.org/10.1162/jocn.1990.2.4.387,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,2,1990,4,An Invitation to Cognitive Science,James Morgan,Morgan_An Invitation to Cognitive Science_1990.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1990.2.4.394,https://doi.org/10.1162/jocn.1990.2.4.394,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,3,1991,1,Preface,Robert Desimone,Desimone_Preface_1991.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1991.3.1.ii,https://doi.org/10.1162/jocn.1991.3.1.ii,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,3,1991,1,Face-Selective Cells in the Temporal Cortex of Monkeys,M. H. Harries and D. I. Perrett,Harries & Perrett_Face-Selective Cells in the Temporal Cortex of Monkeys_1991.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1991.3.1.1,https://doi.org/10.1162/jocn.1991.3.1.1,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,3,1991,1,Visual Processing of Faces in Temporal Cortex: Physiological Evidence for a Modular Organization and Possible Anatomical Correlates,"Nancy L. Etcoff, Roy Freeman, and Kyle R. Cave",Etcoff et al_Visual Processing of Faces in Temporal Cortex Physiological Evidence for a Modular Organization and Possible Anatomical Correlates_1991.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1991.3.1.9,https://doi.org/10.1162/jocn.1991.3.1.9,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,3,1991,1,Can We Lose Memories of Faces? Content Specificity and Awareness in a Prosopagnosic,Lynn A. Hillger and Olivier Koenig,Hillger & Koenig_Can We Lose Memories of Faces Content Specificity and Awareness in a Prosopagnosic_1991.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1991.3.1.25,https://doi.org/10.1162/jocn.1991.3.1.25,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,3,1991,1,Separable Mechanisms in Face Processing: Evidence from Hemispheric Specialization,Alan L. Yuille,Yuille_Separable Mechanisms in Face Processing Evidence from Hemispheric Specialization_1991.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1991.3.1.42,https://doi.org/10.1162/jocn.1991.3.1.42,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,3,1991,1,Deformable Templates for Face Recognition,Matthew Turk and Alex Pentland,Turk & Pentland_Deformable Templates for Face Recognition_1991.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1991.3.1.59,https://doi.org/10.1162/jocn.1991.3.1.59,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,3,1991,1,Eigenfaces for Recognition,David Mumford,Mumford_Eigenfaces for Recognition_1991.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1991.3.1.71,https://doi.org/10.1162/jocn.1991.3.1.71,False,False,NO MATCH FOUND
J of Cognitive Neuroscience,3,1991,1,Parameterizing Exemplars of Categories,Michael S. Gazzaniga,Gazzaniga_Parameterizing Exemplars of Categories_1991.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.1991.3.1.87,https://doi.org/10.1162/jocn.1991.3.1.87,False,False,NO MATCH FOUND
